经度(°),纬度(°),高度(m),滚转(°),俯仰(°),航向(°),滚转率(°/s),转弯率(°/s)
111.967687,40.998887,7237.46,55.1,7.2,134.3,239.975445,1.229986
111.967759,40.998834,7238.39,62.0,7.1,134.4,235.89703,1.229256
111.967831,40.99878,7239.32,69.0,7.1,134.4,231.818615,1.240443
111.967903,40.998727,7240.25,76.0,7.0,134.5,231.833996,1.254235
111.967975,40.998674,7241.18,82.9,7.0,134.6,233.716315,1.268163
111.968072,40.998602,7242.39,92.2,6.9,134.7,240.29029,1.274803
111.968171,40.998529,7243.63,101.8,6.8,134.7,247.46319,1.281127
111.96827,40.998455,7244.88,111.4,6.7,134.8,254.636119,1.288578
111.968361,40.998388,7245.99,120.2,6.6,134.8,254.506044,1.292934
111.968445,40.998325,7247.01,128.3,6.6,134.8,249.233357,1.294337
111.968529,40.998263,7248.02,136.4,6.5,134.8,243.960615,1.295188
111.968623,40.998193,7249.15,145.5,6.4,134.8,242.198781,1.289729
111.968741,40.998106,7250.53,156.9,6.3,134.8,249.168497,1.271431
111.968859,40.998018,7251.92,168.3,6.3,134.8,256.138214,1.255269
111.968977,40.997931,7253.3,179.6,6.2,134.8,263.107903,1.241452
111.969041,40.997884,7254.03,185.7,6.2,134.8,261.342545,1.232116
111.969103,40.997838,7254.74,191.8,6.1,134.8,259.460199,1.226082
111.969166,40.997791,7255.46,197.8,6.1,134.9,257.577826,1.234369
111.969228,40.997745,7256.17,203.8,6.0,134.9,255.695454,1.248143
111.96929,40.997699,7256.89,209.8,6.0,134.9,253.813108,1.263941
111.969386,40.997628,7257.96,-141.0,5.9,134.9,253.546239,1.270135
111.969485,40.997554,7259.08,-131.4,5.8,134.9,253.485641,1.277092
111.969584,40.997481,7260.2,-121.9,5.7,134.9,253.424989,1.286207
111.969685,40.997406,7261.31,-112.2,5.6,134.9,255.284768,1.28523
111.969786,40.997331,7262.41,-102.5,5.6,134.9,258.496924,1.277966
111.969887,40.997255,7263.51,-92.7,5.5,134.9,261.709053,1.282772
111.969977,40.997188,7264.49,-84.1,5.4,134.9,260.906396,1.286386
111.970039,40.997142,7265.14,-78.1,5.3,134.8,250.118522,1.285466
111.970101,40.997095,7265.8,-72.1,5.3,134.8,239.330648,1.283185
111.970164,40.997048,7266.45,-66.1,5.2,134.7,228.542774,1.279558
111.970226,40.997002,7267.11,-60.1,5.1,134.6,228.36131,1.281658
111.970295,40.99695,7267.82,-53.5,5.1,134.6,229.567248,1.281913
111.970393,40.996878,7268.8,-44.1,5.1,134.5,236.194662,1.279148
111.97049,40.996805,7269.77,-34.8,5.1,134.5,242.822077,1.276531
111.970587,40.996733,7270.75,-25.5,5.1,134.4,249.449546,1.274744
111.970686,40.996659,7271.71,-16.0,5.2,134.4,250.0388,1.261401
111.970785,40.996585,7272.68,-6.5,5.2,134.3,249.856981,1.247509
111.970883,40.996512,7273.64,3.0,5.3,134.3,249.675188,1.234148
111.970987,40.996434,7274.64,12.9,5.3,134.3,250.240127,1.227935
111.971094,40.996355,7275.66,23.2,5.3,134.4,251.331017,1.227653
111.971201,40.996275,7276.68,33.5,5.4,134.5,252.421908,1.229298
111.971294,40.996206,7277.57,42.5,5.4,134.5,253.155006,1.229782
111.971355,40.99616,7278.15,48.4,5.4,134.6,252.99813,1.221302
111.971417,40.996114,7278.72,54.3,5.4,134.6,252.841309,1.218422
111.971478,40.996068,7279.29,60.3,5.3,134.7,252.684433,1.220486
111.971539,40.996023,7279.86,66.2,5.3,134.8,252.527557,1.237751
111.971611,40.995968,7280.53,73.2,5.3,134.8,253.271501,1.253151
111.971732,40.995878,7281.62,84.8,5.2,134.9,257.938187,1.26545
111.971853,40.995787,7282.71,96.5,5.1,135.0,262.604846,1.280707
111.971974,40.995697,7283.8,108.2,5.0,135.1,267.271531,1.298627
111.972047,40.995641,7284.43,115.3,4.9,135.1,262.617249,1.291564
111.972115,40.99559,7285.01,121.9,4.9,135.1,256.772547,1.280292
111.972183,40.995539,7285.59,128.4,4.8,135.1,250.927845,1.267948
111.972251,40.995488,7286.16,135.0,4.8,135.1,244.158608,1.258296
111.972321,40.995436,7286.75,141.8,4.7,135.1,237.12335,1.249735
111.972412,40.995368,7287.48,150.5,4.6,135.1,234.143147,1.236122
111.972503,40.995299,7288.21,159.3,4.6,135.1,233.658231,1.226727
111.972594,40.995231,7288.94,168.1,4.5,135.1,239.38029,1.229774
111.972685,40.995162,7289.68,176.9,4.5,135.2,245.102349,1.237445
111.972776,40.995094,7290.41,185.7,4.4,135.2,250.824381,1.249751
111.972867,40.995026,7291.14,194.5,4.3,135.2,256.54644,1.262493
111.972962,40.994955,7291.89,-156.4,4.3,135.2,260.803889,1.27295
111.973072,40.994872,7292.74,-145.8,4.2,135.2,258.68265,1.273599
111.973182,40.994789,7293.59,-135.2,4.1,135.3,256.561467,1.276102
111.973292,40.994706,7294.43,-124.6,4.0,135.3,254.440229,1.280252
111.973368,40.994649,7295.0,-117.3,3.9,135.3,254.707152,1.278053
111.973439,40.994596,7295.52,-110.5,3.8,135.3,255.279085,1.278706
111.97351,40.994542,7296.05,-103.6,3.7,135.3,255.851073,1.285574
111.973582,40.994488,7296.57,-96.7,3.7,135.3,256.600863,1.285202
111.973655,40.994433,7297.08,-89.7,3.6,135.2,257.090725,1.279324
111.973727,40.994378,7297.59,-82.7,3.5,135.2,253.52553,1.270367
111.9738,40.994323,7298.11,-75.7,3.5,135.2,249.96028,1.264848
111.973873,40.994268,7298.62,-68.7,3.4,135.1,246.395085,1.270331
111.973959,40.994203,7299.2,-60.4,3.4,135.1,245.455306,1.267807
111.97406,40.994127,7299.86,-50.7,3.4,135.0,247.284048,1.258337
111.97416,40.994051,7300.52,-41.0,3.3,134.9,249.11279,1.260776
111.974261,40.993975,7301.17,-31.3,3.3,134.8,250.317089,1.260897
111.974364,40.993897,7301.8,-21.4,3.4,134.8,248.801989,1.244495
111.974466,40.99382,7302.43,-11.6,3.4,134.7,247.286835,1.227593
111.974568,40.993743,7303.07,-1.7,3.5,134.7,245.771708,1.210088
111.974641,40.993688,7303.51,5.3,3.5,134.7,245.314577,1.207338
111.97471,40.993636,7303.92,12.0,3.5,134.7,244.992574,1.208586
111.974779,40.993583,7304.34,18.7,3.6,134.8,244.670599,1.213595
111.974849,40.993531,7304.75,25.4,3.6,134.8,244.170848,1.218373
111.974921,40.993477,7305.18,32.3,3.6,134.8,244.038452,1.223232
111.975019,40.993402,7305.75,41.9,3.6,134.9,249.093994,1.231202
111.975118,40.993328,7306.32,51.4,3.6,135.0,254.149536,1.239978
111.975217,40.993253,7306.9,60.9,3.6,135.1,259.205078,1.249392
111.975318,40.993176,7307.47,70.8,3.6,135.1,262.271997,1.253103
111.975424,40.993096,7308.05,80.9,3.5,135.2,263.241665,1.250535
111.975529,40.993016,7308.62,91.1,3.4,135.3,264.211361,1.254825
111.975628,40.992941,7309.16,100.7,3.3,135.4,263.951868,1.257794
111.975701,40.992885,7309.52,107.8,3.2,135.4,258.338272,1.248339
111.975773,40.99283,7309.89,114.8,3.2,135.4,252.724649,1.240542
111.975846,40.992775,7310.25,121.8,3.1,135.5,247.111026,1.232224
111.975919,40.99272,7310.62,128.9,3.0,135.5,247.103076,1.236659
111.976,40.992658,7311.01,136.8,3.0,135.5,249.607241,1.237967
111.976097,40.992584,7311.46,146.2,2.9,135.5,254.959542,1.233192
111.976194,40.992511,7311.9,155.5,2.8,135.5,260.311787,1.232647
111.976288,40.992439,7312.34,164.7,2.7,135.5,264.761683,1.234373
111.976361,40.992384,7312.65,171.7,2.7,135.5,259.706141,1.228855
111.976433,40.992328,7312.96,178.7,2.6,135.5,254.650599,1.225005
111.976506,40.992274,7313.27,185.7,2.6,135.5,249.595056,1.225922
111.976578,40.992218,7313.58,192.7,2.5,135.5,243.902886,1.226887
111.976651,40.992163,7313.9,199.7,2.5,135.5,237.539226,1.227641
111.976743,40.992093,7314.26,-151.4,2.4,135.5,235.002712,1.23136
111.976835,40.992023,7314.63,-142.4,2.3,135.5,233.690387,1.2351
111.976928,40.991952,7315.0,-133.5,2.3,135.5,237.485841,1.242202
111.97702,40.991881,7315.37,-124.6,2.2,135.6,241.281296,1.249057
111.977113,40.991811,7315.74,-115.6,2.1,135.6,245.07675,1.256151
111.977206,40.99174,7316.11,-106.7,2.0,135.6,248.872258,1.272476
111.977294,40.991673,7316.45,-98.1,2.0,135.6,250.145406,1.282636
111.977377,40.99161,7316.74,-90.1,1.9,135.6,247.418139,1.281447
111.97746,40.991546,7317.03,-82.1,1.8,135.5,244.690871,1.280897
111.977542,40.991483,7317.31,-74.1,1.7,135.5,242.380191,1.279775
111.977626,40.991419,7317.56,-66.1,1.7,135.4,244.458645,1.261838
111.977709,40.991356,7317.81,-58.0,1.7,135.4,246.536989,1.247719
111.977792,40.991292,7318.06,-50.0,1.6,135.3,248.615443,1.242121
111.977875,40.991228,7318.31,-41.9,1.6,135.3,250.693897,1.237691
111.977958,40.991165,7318.56,-33.9,1.6,135.2,252.772297,1.234466
111.978042,40.9911,7318.78,-25.8,1.6,135.1,251.24523,1.222605
111.978127,40.991036,7319.0,-17.6,1.7,135.1,249.669451,1.212435
111.978211,40.990972,7319.22,-9.5,1.7,135.0,248.093699,1.215018
111.9783,40.990903,7319.44,-0.8,1.7,135.0,247.558349,1.212111
111.978392,40.990833,7319.67,8.1,1.8,135.1,247.497751,1.20811
111.978484,40.990763,7319.89,17.0,1.8,135.1,247.437154,1.2055
111.978573,40.990695,7320.1,25.6,1.8,135.1,247.445459,1.201957
111.978656,40.990631,7320.29,33.7,1.8,135.2,247.563102,1.194717
111.978739,40.990568,7320.47,41.7,1.8,135.3,247.680718,1.196416
111.978822,40.990504,7320.66,49.8,1.9,135.4,247.791559,1.204505
111.978905,40.990441,7320.85,57.9,1.9,135.4,247.830791,1.221304
111.978991,40.990375,7321.03,66.1,1.9,135.5,248.322756,1.237949
111.979081,40.990306,7321.21,75.0,1.8,135.6,249.94132,1.25456
111.979172,40.990236,7321.38,83.8,1.7,135.6,251.559883,1.270947
111.979263,40.990166,7321.56,92.7,1.6,135.7,253.178447,1.286863
111.979379,40.990077,7321.73,104.0,1.5,135.8,259.53861,1.282251
111.979496,40.989987,7321.9,115.4,1.4,135.8,265.96284,1.279597
111.979612,40.989897,7322.08,126.7,1.3,135.9,272.387043,1.279119
111.979712,40.98982,7322.2,136.5,1.2,135.9,274.483255,1.272567
