经度(°),纬度(°),高度(m),滚转(°),俯仰(°),航向(°),滚转率(°/s),转弯率(°/s)
113.092302,40.795192,6770.69,-92.3,-10.5,100.0,0.600018,1.39556
113.09245,40.795172,6768.22,-92.3,-10.6,100.0,0.600018,1.395996
113.092549,40.795158,6766.54,-92.3,-10.6,100.0,0.578927,1.397204
113.092647,40.795145,6764.88,-92.3,-10.7,100.0,0.557507,1.396475
113.092746,40.795131,6763.21,-92.4,-10.7,100.0,0.536143,1.396964
113.092844,40.795118,6761.54,-92.4,-10.8,100.0,0.529422,1.403828
113.092943,40.795104,6759.87,-92.4,-10.8,100.0,0.529422,1.413193
113.093102,40.795082,6757.13,-92.4,-10.9,100.0,0.49467,1.408132
113.093269,40.79506,6754.24,-92.4,-10.9,100.0,0.455437,1.404729
113.093436,40.795037,6751.36,-92.4,-11.0,100.0,0.416204,1.404397
113.093559,40.79502,6749.22,-92.4,-11.0,100.0,0.42298,1.400987
113.093652,40.795007,6747.6,-92.4,-11.0,100.0,0.462213,1.39436
113.093744,40.794994,6745.99,-92.5,-11.1,100.0,0.501445,1.398376
113.093836,40.794982,6744.37,-92.5,-11.1,100.0,0.523302,1.400089
113.093929,40.794969,6742.75,-92.5,-11.1,100.0,0.501882,1.397774
113.094053,40.794952,6740.55,-92.5,-11.1,100.0,0.490954,1.390273
113.094211,40.79493,6737.74,-92.5,-11.2,100.0,0.490954,1.379309
113.094369,40.794909,6734.92,-92.6,-11.3,100.0,0.512046,1.382127
113.094523,40.794887,6732.16,-92.6,-11.3,100.0,0.53341,1.383462
113.094662,40.794868,6729.65,-92.6,-11.4,100.0,0.554775,1.37488
113.094802,40.794849,6727.13,-92.7,-11.4,100.0,0.576195,1.375762
113.094941,40.79483,6724.62,-92.7,-11.5,100.0,0.597614,1.382034
113.095056,40.794814,6722.5,-92.7,-11.5,100.0,0.600018,1.378578
113.095169,40.794799,6720.43,-92.7,-11.6,100.0,0.600018,1.379281
113.095282,40.794783,6718.36,-92.7,-11.6,100.0,0.600018,1.388316
113.095394,40.794768,6716.29,-92.7,-11.7,100.0,0.577014,1.394217
113.095507,40.794752,6714.21,-92.7,-11.7,100.0,0.54259,1.396222
113.095627,40.794736,6711.99,-92.7,-11.8,100.0,0.558928,1.388198
113.095746,40.794719,6709.76,-92.8,-11.8,100.0,0.575266,1.381438
113.095865,40.794703,6707.54,-92.8,-11.9,100.0,0.591604,1.379366
113.096007,40.794683,6704.87,-92.8,-11.9,100.0,0.599964,1.375756
113.096173,40.79466,6701.73,-92.8,-12.0,100.0,0.599964,1.371501
113.096339,40.794638,6698.59,-92.9,-12.1,100.0,0.599964,1.383371
113.096502,40.794615,6695.5,-92.9,-12.1,100.0,0.588653,1.394347
113.096649,40.794595,6692.67,-92.9,-12.1,100.0,0.528056,1.393798
113.096797,40.794575,6689.84,-92.9,-12.2,100.1,0.467458,1.395326
113.096944,40.794554,6687.01,-92.9,-12.2,100.1,0.406861,1.398835
113.097048,40.79454,6685.0,-92.9,-12.2,100.1,0.436914,1.38756
113.097146,40.794526,6683.09,-92.9,-12.3,100.1,0.478605,1.378306
113.097244,40.794513,6681.18,-93.0,-12.3,100.1,0.520242,1.375829
113.097342,40.794499,6679.27,-93.0,-12.4,100.1,0.561879,1.382033
113.097443,40.794485,6677.29,-93.0,-12.4,100.1,0.599964,1.393664
113.097585,40.794466,6674.5,-93.0,-12.5,100.1,0.599964,1.394149
113.097726,40.794446,6671.71,-93.1,-12.5,100.1,0.600018,1.396369
113.097868,40.794427,6668.91,-93.1,-12.6,100.1,0.600018,1.400058
113.09801,40.794407,6666.08,-93.1,-12.6,100.1,0.570512,1.403194
113.098154,40.794387,6663.19,-93.1,-12.7,100.1,0.509969,1.403571
113.098298,40.794367,6660.31,-93.1,-12.8,100.1,0.449317,1.4031
113.098436,40.794348,6657.55,-93.1,-12.8,100.1,0.40779,1.400912
113.098545,40.794333,6655.33,-93.1,-12.8,100.1,0.449481,1.395054
113.098654,40.794318,6653.12,-93.1,-12.8,100.1,0.491118,1.388367
113.098763,40.794303,6650.91,-93.2,-12.9,100.1,0.532809,1.380911
113.098872,40.794288,6648.7,-93.2,-12.9,100.1,0.537509,1.38254
113.098998,40.79427,6646.1,-93.2,-12.9,100.1,0.544831,1.384947
113.099154,40.794249,6642.9,-93.2,-13.0,100.1,0.563791,1.387786
113.099309,40.794227,6639.7,-93.3,-13.0,100.1,0.582752,1.392075
113.099462,40.794206,6636.55,-93.3,-13.1,100.1,0.59521,1.397675
113.099589,40.794188,6633.91,-93.3,-13.2,100.1,0.53964,1.399618
113.099716,40.794171,6631.27,-93.3,-13.2,100.1,0.484069,1.401613
113.099842,40.794153,6628.63,-93.3,-13.3,100.1,0.428499,1.403812
113.09998,40.794134,6625.73,-93.3,-13.3,100.1,0.429428,1.399869
113.100129,40.794114,6622.58,-93.3,-13.4,100.1,0.49008,1.389718
113.100279,40.794093,6619.42,-93.4,-13.5,100.1,0.550623,1.380175
113.10042,40.794073,6616.42,-93.4,-13.5,100.1,0.599964,1.371026
113.100528,40.794058,6614.11,-93.4,-13.5,100.1,0.599964,1.361077
113.100635,40.794043,6611.81,-93.4,-13.5,100.1,0.600018,1.358928
113.100743,40.794028,6609.5,-93.5,-13.6,100.1,0.600018,1.359568
113.100851,40.794013,6607.19,-93.5,-13.6,100.1,0.600018,1.372135
113.100978,40.793996,6604.45,-93.5,-13.6,100.1,0.600018,1.38641
113.101136,40.793974,6601.01,-93.5,-13.7,100.1,0.600018,1.402365
113.101295,40.793951,6597.57,-93.6,-13.7,100.2,0.600018,1.420278
113.101449,40.79393,6594.22,-93.6,-13.8,100.2,0.600018,1.438072
113.101562,40.793914,6591.73,-93.6,-13.9,100.2,0.600018,1.438176
113.101675,40.793898,6589.25,-93.6,-13.9,100.1,0.600018,1.438614
113.101788,40.793883,6586.77,-93.6,-14.0,100.1,0.600018,1.43924
113.101925,40.793864,6583.75,-93.6,-14.0,100.1,0.600018,1.438352
113.102086,40.793841,6580.17,-93.6,-14.1,100.1,0.600018,1.437477
113.102247,40.793819,6576.59,-93.7,-14.2,100.1,0.600018,1.456841
113.102399,40.793798,6573.21,-93.7,-14.2,100.1,0.592259,1.478044
113.10251,40.793782,6570.69,-93.7,-14.2,100.1,0.550568,1.495822
113.102622,40.793767,6568.17,-93.7,-14.3,100.0,0.508876,1.519435
113.102734,40.793751,6565.65,-93.7,-14.3,100.0,0.46724,1.545539
113.102846,40.793736,6563.14,-93.7,-14.4,99.9,0.425548,1.57124
