经度(°),纬度(°),高度(m),滚转(°),俯仰(°),航向(°),滚转率(°/s),转弯率(°/s)
113.039562,41.205814,4624.58,84.3,41.8,123.8,0.577574,1.229198
113.039637,41.205776,4631.13,84.3,41.7,123.8,0.558628,1.226921
113.039711,41.205739,4637.67,84.4,41.7,123.8,0.539708,1.223051
113.039786,41.205702,4644.22,84.4,41.6,123.8,0.539681,1.228901
113.039854,41.205668,4650.19,84.4,41.6,123.8,0.547467,1.233673
113.039912,41.205639,4655.25,84.4,41.6,123.8,0.563805,1.233337
113.03997,41.20561,4660.31,84.5,41.5,123.8,0.580143,1.235311
113.040028,41.205582,4665.37,84.5,41.5,123.8,0.59648,1.239156
113.040098,41.205547,4671.43,84.5,41.5,123.8,0.63268,1.235434
113.040171,41.20551,4677.77,84.5,41.4,123.8,0.674345,1.233051
113.040244,41.205474,4684.11,84.6,41.4,123.9,0.716009,1.237655
113.040317,41.205438,4690.45,84.6,41.3,123.9,0.728344,1.242353
113.04039,41.205401,4696.79,84.6,41.3,123.9,0.709397,1.246517
113.04045,41.205371,4702.0,84.6,41.3,123.9,0.649442,1.24
113.04051,41.205341,4707.19,84.6,41.2,123.9,0.592328,1.233851
113.04057,41.205311,4712.38,84.6,41.2,123.9,0.550664,1.233257
113.040652,41.20527,4719.39,84.6,41.2,123.9,0.550472,1.225856
113.040743,41.205225,4727.24,84.7,41.1,123.9,0.569392,1.216903
113.040835,41.205179,4735.09,84.7,41.0,123.9,0.588339,1.23046
113.040915,41.205139,4742.0,84.7,41.0,123.9,0.593721,1.243368
113.040978,41.205107,4747.42,84.7,40.9,123.9,0.577383,1.248003
113.041042,41.205075,4752.83,84.7,40.9,123.9,0.561032,1.251853
113.041105,41.205044,4758.25,84.8,40.9,123.9,0.544708,1.25508
113.041169,41.205012,4763.66,84.8,40.8,123.9,0.539243,1.259347
113.041234,41.20498,4769.19,84.8,40.8,123.9,0.542877,1.263122
113.041302,41.204946,4775.01,84.8,40.8,123.9,0.561824,1.265497
113.04137,41.204911,4780.82,84.9,40.7,123.9,0.580744,1.267335
113.041439,41.204877,4786.64,84.9,40.7,123.9,0.599691,1.267647
113.041549,41.204822,4795.91,84.9,40.6,123.9,0.659646,1.257053
113.041659,41.204767,4805.24,85.0,40.6,124.0,0.720243,1.251164
113.041769,41.204712,4814.57,85.0,40.5,124.0,0.780855,1.25905
113.041852,41.20467,4821.56,85.0,40.5,124.0,0.799993,1.259587
113.041923,41.204635,4827.47,85.1,40.4,124.0,0.799993,1.256001
113.041993,41.2046,4833.38,85.1,40.4,124.0,0.799993,1.252603
113.042061,41.204566,4839.07,85.1,40.4,124.0,0.784925,1.249521
113.042125,41.204534,4844.41,85.1,40.3,124.0,0.745706,1.24706
113.042188,41.204502,4849.74,85.1,40.3,124.0,0.706501,1.252204
113.042252,41.20447,4855.08,85.1,40.3,124.0,0.667282,1.262188
113.042316,41.204438,4860.41,85.1,40.2,124.0,0.628077,1.271749
113.042384,41.204404,4866.07,85.1,40.2,124.0,0.600005,1.276578
113.042462,41.204365,4872.53,85.1,40.2,124.0,0.600005,1.272592
113.04254,41.204326,4878.99,85.2,40.1,124.0,0.600005,1.269393
113.042617,41.204287,4885.46,85.2,40.1,124.0,0.600005,1.267153
113.042678,41.204256,4890.48,85.2,40.1,124.0,0.57894,1.264165
113.042739,41.204226,4895.48,85.2,40.0,124.0,0.557562,1.263361
113.042799,41.204195,4900.48,85.3,40.0,124.0,0.53617,1.27124
113.04286,41.204165,4905.48,85.3,39.9,124.0,0.514778,1.275451
113.04292,41.204134,4910.48,85.3,39.9,124.0,0.493399,1.276678
113.043001,41.204094,4917.11,85.3,39.9,124.0,0.490913,1.272148
113.043085,41.204052,4923.95,85.4,39.8,124.0,0.514204,1.271827
113.043168,41.20401,4930.79,85.4,39.8,124.0,0.574801,1.280059
113.043251,41.203968,4937.64,85.4,39.7,124.1,0.635412,1.287971
113.043335,41.203926,4944.48,85.4,39.7,124.1,0.696024,1.296452
113.043419,41.203884,4951.32,85.5,39.6,124.1,0.756621,1.306121
113.043501,41.203842,4958.08,85.5,39.6,124.1,0.782781,1.313562
113.043582,41.203802,4964.62,85.5,39.5,124.1,0.72217,1.31319
113.043662,41.203761,4971.16,85.5,39.5,124.1,0.661572,1.314033
113.043743,41.203721,4977.71,85.5,39.4,124.1,0.600961,1.315956
113.043815,41.203685,4983.54,85.5,39.4,124.1,0.621069,1.302968
113.043887,41.203648,4989.36,85.6,39.3,124.1,0.642448,1.289224
113.043959,41.203612,4995.18,85.6,39.3,124.1,0.66384,1.27841
113.044023,41.20358,5000.33,85.6,39.3,124.1,0.670588,1.272469
113.044083,41.20355,5005.18,85.6,39.2,124.1,0.670588,1.268942
113.044143,41.203519,5010.02,85.7,39.2,124.1,0.651668,1.27942
113.044203,41.203489,5014.87,85.7,39.2,124.1,0.63029,1.292604
113.044264,41.203459,5019.72,85.7,39.1,124.1,0.608884,1.307976
113.044339,41.203421,5025.75,85.7,39.1,124.1,0.599991,1.314158
113.044425,41.203377,5032.64,85.7,39.0,124.1,0.599991,1.315829
113.044511,41.203334,5039.52,85.8,38.9,124.1,0.599991,1.319122
113.04459,41.203294,5045.79,85.8,38.9,124.1,0.611138,1.322011
113.044649,41.203264,5050.51,85.8,38.9,124.1,0.650357,1.319959
113.044709,41.203234,5055.23,85.8,38.9,124.1,0.689562,1.316963
113.044768,41.203204,5059.95,85.9,38.8,124.2,0.728781,1.312773
113.044827,41.203174,5064.67,85.9,38.8,124.2,0.708359,1.318119
113.044891,41.203142,5069.7,85.9,38.8,124.2,0.67974,1.322938
113.044972,41.203101,5076.09,85.9,38.7,124.2,0.619129,1.326337
113.045053,41.203061,5082.49,85.9,38.7,124.2,0.573162,1.330693
113.045134,41.20302,5088.88,85.9,38.6,124.2,0.533943,1.336297
113.04523,41.202971,5096.4,85.9,38.5,124.2,0.548328,1.334419
113.045327,41.202922,5104.07,86.0,38.5,124.2,0.569706,1.333364
113.045425,41.202873,5111.73,86.0,38.4,124.2,0.591112,1.3344
113.045508,41.202831,5118.27,86.0,38.4,124.2,0.600005,1.329793
113.045582,41.202793,5123.99,86.0,38.4,124.2,0.600005,1.319847
113.045655,41.202756,5129.72,86.1,38.3,124.2,0.600005,1.31527
113.045726,41.202721,5135.21,86.1,38.3,124.2,0.600005,1.311335
113.045789,41.202689,5140.12,86.1,38.2,124.2,0.600005,1.305685
113.045852,41.202657,5145.03,86.1,38.2,124.2,0.600005,1.303213
113.045915,41.202625,5149.93,86.2,38.2,124.2,0.600005,1.303562
113.045979,41.202593,5154.84,86.2,38.1,124.2,0.600005,1.310262
113.046042,41.202561,5159.79,86.2,38.1,124.2,0.611165,1.316709
113.046109,41.202527,5164.92,86.2,38.1,124.2,0.671776,1.323744
113.046175,41.202493,5170.05,86.3,38.0,124.2,0.732374,1.335383
113.046242,41.20246,5175.19,86.3,38.0,124.2,0.792985,1.34873
113.046339,41.202411,5182.6,86.3,37.9,124.2,0.800006,1.34877
113.046439,41.20236,5190.3,86.4,37.9,124.2,0.800006,1.350393
113.04654,41.202309,5198.01,86.4,37.8,124.2,0.800006,1.355497
113.046623,41.202267,5204.38,86.4,37.8,124.2,0.764599,1.354702
113.046694,41.202231,5209.78,86.4,37.7,124.2,0.704001,1.347565
113.046765,41.202195,5215.19,86.4,37.6,124.3,0.64339,1.34502
113.046834,41.20216,5220.5,86.4,37.6,124.3,0.600005,1.344177
113.046901,41.202126,5225.58,86.4,37.5,124.3,0.599991,1.345358
113.046968,41.202092,5230.66,86.4,37.5,124.3,0.600005,1.349703
113.047035,41.202058,5235.73,86.5,37.5,124.3,0.599991,1.357778
113.047102,41.202024,5240.81,86.5,37.4,124.3,0.599991,1.365795
113.04717,41.201989,5245.97,86.5,37.4,124.3,0.599991,1.371853
113.047244,41.201952,5251.51,86.5,37.4,124.3,0.599991,1.367606
113.047318,41.201915,5257.05,86.6,37.3,124.3,0.599991,1.373666
113.047391,41.201877,5262.59,86.6,37.3,124.3,0.599991,1.384342
113.047457,41.201844,5267.48,86.6,37.3,124.3,0.581072,1.386199
113.047521,41.201811,5272.28,86.6,37.2,124.3,0.559693,1.385195
113.047585,41.201779,5277.08,86.7,37.2,124.3,0.538301,1.38231
113.047649,41.201746,5281.89,86.7,37.1,124.3,0.552316,1.386034
113.047713,41.201714,5286.69,86.7,37.1,124.3,0.591522,1.39456
113.047782,41.201679,5291.8,86.7,37.1,124.3,0.647516,1.404208
113.047852,41.201644,5296.99,86.8,37.0,124.3,0.69698,1.417099
113.047922,41.201608,5302.17,86.8,36.9,124.3,0.718372,1.436962
113.047996,41.20157,5307.69,86.8,36.9,124.3,0.710422,1.455118
113.048075,41.20153,5313.57,86.8,36.9,124.3,0.671216,1.472329
113.048155,41.20149,5319.45,86.8,36.8,124.3,0.631997,1.491945
113.048237,41.201448,5325.55,86.8,36.8,124.3,0.611165,1.514306
113.048334,41.201399,5332.64,86.9,36.7,124.4,0.671763,1.542209
113.04843,41.20135,5339.73,86.9,36.7,124.4,0.732388,1.574991
113.048527,41.201301,5346.82,87.0,36.6,124.5,0.792985,1.612597
113.048596,41.201265,5351.89,87.1,36.6,124.6,0.97337,1.630692
113.048662,41.201232,5356.69,87.2,36.5,124.6,1.169438,1.654873
113.048727,41.201198,5361.49,87.3,36.5,124.7,1.365519,1.692565
113.048793,41.201164,5366.3,87.5,36.4,124.7,1.5616,1.736964
113.048859,41.201131,5371.1,87.6,36.4,124.8,1.757681,1.786121
113.048926,41.201096,5375.98,87.7,36.4,124.9,1.990085,1.82528
113.048993,41.201062,5380.87,87.9,36.3,125.0,2.232516,1.864446
113.04906,41.201027,5385.77,88.0,36.3,125.1,2.474946,1.908768
113.04913,41.200992,5390.79,88.2,36.3,125.2,2.781554,1.954074
113.049201,41.200955,5395.95,88.4,36.2,125.3,3.156558,2.000736
