x,vx,y,vy,z,vz
4142.3589,165.6426,1869.9695,20.5037,1295.9781,-18.1577
4147.8807,165.6644,1870.6482,20.2178,1295.3701,-18.3247
4153.4032,165.6858,1871.3174,19.9318,1294.7565,-18.4919
4158.9264,165.7067,1871.9770,19.6457,1294.1373,-18.6590
4164.4503,165.7271,1872.6271,19.3596,1293.5125,-18.8261
4169.9749,165.7471,1873.2677,19.0734,1292.8822,-18.9933
4175.5001,165.7667,1873.8987,18.7871,1292.2463,-19.1605
4181.0260,165.7858,1874.5201,18.5008,1291.6049,-19.3278
4186.5525,165.8045,1875.1320,18.2144,1290.9578,-19.4950
4192.0796,165.8227,1875.7344,17.9279,1290.3052,-19.6623
4197.6073,165.8405,1876.3272,17.6414,1289.6470,-19.8296
4203.1356,165.8579,1876.9105,17.3549,1288.9832,-19.9970
4208.6645,165.8748,1877.4842,17.0682,1288.3139,-20.1643
4214.1939,165.8914,1878.0484,16.7816,1287.6389,-20.3317
4219.7239,165.9075,1878.6030,16.4948,1286.9584,-20.4990
4225.2544,165.9232,1879.1481,16.2080,1286.2723,-20.6664
4230.7855,165.9384,1879.6835,15.9212,1285.5806,-20.8339
4236.3170,165.9533,1880.2095,15.6343,1284.8834,-21.0013
4241.8490,165.9677,1880.7258,15.3474,1284.1806,-21.1687
4247.3815,165.9817,1881.2326,15.0604,1283.4721,-21.3362
4252.9144,165.9953,1881.7299,14.7734,1282.7581,-21.5036
4258.4478,166.0085,1882.2175,14.4864,1282.0386,-21.6711
4263.9817,166.0213,1882.6956,14.1993,1281.3134,-21.8386
4269.5159,166.0337,1883.1641,13.9121,1280.5827,-22.0061
4275.0506,166.0457,1883.6231,13.6250,1279.8463,-22.1736
4280.5856,166.0573,1884.0725,13.3378,1279.1044,-22.3411
4286.1211,166.0685,1884.5123,13.0505,1278.3569,-22.5087
4291.6569,166.0793,1884.9425,12.7632,1277.6038,-22.6762
4297.1930,166.0897,1885.3632,12.4759,1276.8452,-22.8437
4302.7295,166.0996,1885.7742,12.1886,1276.0809,-23.0113
4308.2663,166.1092,1886.1757,11.9012,1275.3111,-23.1788
4313.8034,166.1185,1886.5676,11.6138,1274.5357,-23.3464
4319.3409,166.1273,1886.9500,11.3263,1273.7547,-23.5139
4324.8786,166.1357,1887.3227,11.0388,1272.9681,-23.6815
4330.4166,166.1437,1887.6859,10.7513,1272.1759,-23.8490
4335.9548,166.1514,1888.0395,10.4638,1271.3781,-24.0166
4341.4933,166.1586,1888.3835,10.1763,1270.5748,-24.1841
4347.0321,166.1655,1888.7179,9.8887,1269.7659,-24.3517
4352.5710,166.1720,1889.0427,9.6011,1268.9514,-24.5192
4358.1102,166.1781,1889.3580,9.3135,1268.1313,-24.6868
4363.6496,166.1838,1889.6636,9.0258,1267.3056,-24.8544
4369.1891,166.1891,1889.9597,8.7382,1266.4743,-25.0219
4374.7288,166.1941,1890.2462,8.4505,1265.6374,-25.1895
4380.2687,166.1986,1890.5231,8.1628,1264.7950,-25.3570
4385.8087,166.2028,1890.7904,7.8750,1263.9470,-25.5245
4391.3489,166.2066,1891.0481,7.5873,1263.0934,-25.6921
4396.8892,166.2100,1891.2962,7.2995,1262.2342,-25.8596
4402.4296,166.2131,1891.5347,7.0118,1261.3694,-26.0271
4407.9700,166.2158,1891.7636,6.7240,1260.4990,-26.1947
4413.5106,166.2181,1891.9830,6.4362,1259.6231,-26.3622
4419.0512,166.2200,1892.1927,6.1484,1258.7415,-26.5297
4424.5919,166.2215,1892.3929,5.8605,1257.8544,-26.6972
4430.1327,166.2227,1892.5834,5.5727,1256.9617,-26.8647
4435.6734,166.2235,1892.7644,5.2849,1256.0635,-27.0322
4441.2142,166.2239,1892.9357,4.9970,1255.1596,-27.1996
4446.7550,166.2239,1893.0975,4.7091,1254.2501,-27.3671
4452.2958,166.2236,1893.2497,4.4213,1253.3351,-27.5346
4457.8366,166.2229,1893.3923,4.1334,1252.4145,-27.7020
4463.3774,166.2218,1893.5252,3.8455,1251.4883,-27.8695
4468.9181,166.2204,1893.6486,3.5576,1250.5565,-28.0369
4474.4587,166.2185,1893.7624,3.2697,1249.6192,-28.2043
4479.9993,166.2163,1893.8666,2.9818,1248.6763,-28.3717
4485.5398,166.2138,1893.9612,2.6939,1247.7277,-28.5391
4491.0802,166.2108,1894.0462,2.4059,1246.7737,-28.7065
4496.6205,166.2075,1894.1216,2.1180,1245.8140,-28.8739
4502.1607,166.2038,1894.1874,1.8301,1244.8487,-29.0412
4507.7008,166.1998,1894.2436,1.5422,1243.8779,-29.2086
4513.2407,166.1954,1894.2902,1.2543,1242.9015,-29.3759
4518.7804,166.1906,1894.3272,0.9663,1241.9195,-29.5432
4524.3200,166.1854,1894.3546,0.6784,1240.9319,-29.7105
4529.8595,166.1799,1894.3724,0.3905,1239.9388,-29.8778
4535.3987,166.1740,1894.3807,0.1026,1238.9401,-30.0451
4540.9377,166.1677,1894.3793,-0.1853,1237.9358,-30.2124
4546.4765,166.1611,1894.3683,-0.4732,1236.9259,-30.3796
4552.0151,166.1541,1894.3477,-0.7611,1235.9105,-30.5468
4557.5535,166.1467,1894.3176,-1.0490,1234.8895,-30.7141
4563.0916,166.1390,1894.2778,-1.3369,1233.8629,-30.8813
4568.6294,166.1309,1894.2284,-1.6248,1232.8307,-31.0485
4574.1670,166.1224,1894.1695,-1.9127,1231.7930,-31.2156
4579.7042,166.1135,1894.1009,-2.2006,1230.7497,-31.3828
4585.2412,166.1043,1894.0228,-2.4884,1229.7008,-31.5499
4590.7778,166.0947,1893.9350,-2.7763,1228.6464,-31.7171
4596.3142,166.0848,1893.8377,-3.0642,1227.5863,-31.8842
4601.8502,166.0745,1893.7307,-3.3520,1226.5207,-32.0513
4607.3858,166.0638,1893.6142,-3.6398,1225.4496,-32.2183
4612.9211,166.0527,1893.4881,-3.9276,1224.3729,-32.3854
4618.4560,166.0413,1893.3524,-4.2154,1223.2906,-32.5524
4623.9905,166.0295,1893.2071,-4.5032,1222.2027,-32.7194
4629.5246,166.0174,1893.0522,-4.7910,1221.1093,-32.8864
4635.0583,166.0049,1892.8877,-5.0788,1220.0103,-33.0534
4640.5916,165.9920,1892.7136,-5.3665,1218.9057,-33.2204
4646.1244,165.9787,1892.5299,-5.6543,1217.7956,-33.3873
4651.6568,165.9651,1892.3366,-5.9420,1216.6799,-33.5543
4657.1888,165.9511,1892.1338,-6.2297,1215.5586,-33.7212
4662.7202,165.9368,1891.9213,-6.5174,1214.4318,-33.8881
4668.2512,165.9220,1891.6993,-6.8051,1213.2994,-34.0550
4673.7817,165.9069,1891.4676,-7.0927,1212.1615,-34.2218
4679.3117,165.8915,1891.2264,-7.3804,1211.0180,-34.3886
4684.8411,165.8757,1890.9756,-7.6680,1209.8689,-34.5555
4690.3701,165.8595,1890.7152,-7.9556,1208.7143,-34.7223
4695.8984,165.8429,1890.4452,-8.2432,1207.5541,-34.8890
4701.4262,165.8260,1890.1657,-8.5307,1206.3883,-35.0558
4706.9535,165.8087,1889.8765,-8.8183,1205.2170,-35.2225
4712.4802,165.7910,1889.5778,-9.1058,1204.0402,-35.3893
4718.0062,165.7730,1889.2695,-9.3933,1202.8577,-35.5559
4723.5317,165.7546,1888.9516,-9.6808,1201.6698,-35.7226
4729.0565,165.7358,1888.6241,-9.9682,1200.4762,-35.8893
4734.5807,165.7167,1888.2870,-10.2556,1199.2771,-36.0559
4740.1043,165.6972,1887.9404,-10.5430,1198.0725,-36.2225
4745.6272,165.6774,1887.5842,-10.8304,1196.8623,-36.3891
4751.1495,165.6571,1887.2184,-11.1178,1195.6466,-36.5557
4756.6710,165.6365,1886.8430,-11.4051,1194.4253,-36.7223
4762.1919,165.6156,1886.4580,-11.6924,1193.1984,-36.8888
4767.7121,165.5942,1886.0635,-11.9797,1191.9660,-37.0553
4773.2315,165.5725,1885.6594,-12.2669,1190.7281,-37.2218
4778.7502,165.5504,1885.2457,-12.5541,1189.4846,-37.3883
4784.2682,165.5280,1884.8224,-12.8413,1188.2355,-37.5547
4789.7854,165.5052,1884.3896,-13.1285,1186.9809,-37.7212
4795.3019,165.4820,1883.9472,-13.4156,1185.7208,-37.8876
4800.8175,165.4585,1883.4952,-13.7027,1184.4551,-38.0539
4806.3324,165.4346,1883.0337,-13.9898,1183.1838,-38.2203
4811.8465,165.4103,1882.5626,-14.2768,1181.9070,-38.3867
4817.3598,165.3856,1882.0819,-14.5638,1180.6247,-38.5530
4822.8722,165.3606,1881.5917,-14.8508,1179.3369,-38.7193
4828.3838,165.3352,1881.0918,-15.1377,1178.0434,-38.8856
4833.8946,165.3095,1880.5825,-15.4246,1176.7445,-39.0518
4839.4044,165.2833,1880.0635,-15.7115,1175.4400,-39.2180
4844.9134,165.2568,1879.5350,-15.9983,1174.1299,-39.3843
4850.4216,165.2300,1878.9970,-16.2851,1172.8144,-39.5505
4855.9288,165.2027,1878.4494,-16.5719,1171.4932,-39.7166
4861.4351,165.1751,1877.8922,-16.8586,1170.1666,-39.8828
4866.9404,165.1471,1877.3255,-17.1453,1168.8344,-40.0489
4872.4449,165.1188,1876.7492,-17.4320,1167.4967,-40.2150
4877.9484,165.0901,1876.1633,-17.7186,1166.1534,-40.3811
4883.4509,165.0610,1875.5679,-18.0052,1164.8046,-40.5471
4888.9524,165.0315,1874.9630,-18.2917,1163.4503,-40.7132
4894.4530,165.0017,1874.3485,-18.5782,1162.0904,-40.8792
4899.9525,164.9715,1873.7244,-18.8647,1160.7250,-41.0452
4905.4511,164.9410,1873.0908,-19.1511,1159.3540,-41.2112
4910.9486,164.9100,1872.4477,-19.4376,1157.9776,-41.3771
4916.4451,164.8787,1871.7950,-19.7240,1156.5955,-41.5430
4921.9405,164.8470,1871.1328,-20.0099,1155.2080,-41.7091
4927.4349,164.8150,1870.4610,-20.2955,1153.8150,-41.8753
4932.9282,164.7825,1869.7797,-20.5814,1152.4164,-42.0412
4938.4204,164.7496,1869.0889,-20.8682,1151.0122,-42.2067
4943.9115,164.7163,1868.3885,-21.1566,1149.6026,-42.3715
4949.4014,164.6826,1867.6784,-21.4473,1148.1875,-42.5351
4954.8903,164.6485,1866.9586,-21.7412,1146.7669,-42.6971
4960.3780,164.6138,1866.2290,-22.0392,1145.3410,-42.8572
4965.8645,164.5786,1865.4893,-22.3424,1143.9098,-43.0147
4971.3499,164.5429,1864.7394,-22.6516,1142.4734,-43.1694
4976.8341,164.5065,1863.9791,-22.9675,1141.0319,-43.3209
4982.3170,164.4695,1863.2082,-23.2909,1139.5854,-43.4688
4987.7987,164.4317,1862.4263,-23.6224,1138.1340,-43.6127
4993.2791,164.3931,1861.6332,-23.9628,1136.6779,-43.7525
4998.7582,164.3536,1860.8287,-24.3124,1135.2172,-43.8877
5004.2360,164.3132,1860.0123,-24.6717,1133.7521,-44.0183
5009.7124,164.2716,1859.1838,-25.0410,1132.2827,-44.1441
5015.1874,164.2289,1858.3428,-25.4205,1130.8092,-44.2650
5020.6610,164.1850,1857.4890,-25.8104,1129.3318,-44.3808
5026.1331,164.1397,1856.6220,-26.2107,1127.8506,-44.4914
5031.6036,164.0929,1855.7415,-26.6216,1126.3657,-44.5970
5037.0726,164.0446,1854.8471,-27.0428,1124.8775,-44.6974
5042.5399,163.9946,1853.9385,-27.4744,1123.3860,-44.7927
5048.0055,163.9428,1853.0154,-27.9162,1121.8914,-44.8830
5053.4694,163.8892,1852.0773,-28.3681,1120.3938,-44.9682
5058.9315,163.8336,1851.1240,-28.8298,1118.8935,-45.0484
5064.3916,163.7760,1850.1552,-29.3012,1117.3907,-45.1238
5069.8498,163.7162,1849.1705,-29.7819,1115.8853,-45.1944
5075.3060,163.6542,1848.1697,-30.2719,1114.3777,-45.2603
5080.7601,163.5899,1847.1523,-30.7708,1112.8680,-45.3216
5086.2120,163.5231,1846.1182,-31.2785,1111.3564,-45.3783
5091.6616,163.4539,1845.0670,-31.7946,1109.8429,-45.4307
5097.1089,163.3821,1843.9984,-32.3190,1108.3277,-45.4786
5102.5537,163.3077,1842.9123,-32.8515,1106.8110,-45.5223
5107.9960,163.2306,1841.8083,-33.3918,1105.2929,-45.5619
5113.4357,163.1506,1840.6861,-33.9398,1103.7736,-45.5973
5118.8727,163.0678,1839.5455,-34.4952,1102.2531,-45.6286
5124.3069,162.9820,1838.3863,-35.0580,1100.7317,-45.6559
5129.7381,162.8932,1837.2082,-35.6280,1099.2095,-45.6794
5135.1664,162.8013,1836.0110,-36.2050,1097.6865,-45.6989
5140.5915,162.7062,1834.7945,-36.7888,1096.1629,-45.7146
5146.0134,162.6079,1833.5584,-37.3794,1094.6389,-45.7265
5151.4320,162.5062,1832.3025,-37.9766,1093.1145,-45.7346
5156.8471,162.4012,1831.0265,-38.5804,1091.5899,-45.7390
5162.2587,162.2926,1829.7304,-39.1906,1090.0653,-45.7397
5167.6666,162.1805,1828.4137,-39.8071,1088.5407,-45.7368
5173.0707,162.0648,1827.0765,-40.4299,1087.0162,-45.7302
5178.4709,161.9454,1825.7184,-41.0588,1085.4920,-45.7200
5183.8670,161.8221,1824.3392,-41.6938,1083.9683,-45.7061
5189.2590,161.6950,1822.9387,-42.3347,1082.4450,-45.6887
5194.6467,161.5640,1821.5168,-42.9815,1080.9224,-45.6678
5200.0299,161.4289,1820.0732,-43.6341,1079.4005,-45.6433
5205.4085,161.2898,1818.6078,-44.2924,1077.8795,-45.6153
5210.7825,161.1465,1817.1203,-44.9564,1076.3595,-45.5838
5216.1516,160.9989,1815.6106,-45.6259,1074.8407,-45.5488
5221.5157,160.8469,1814.0785,-46.3008,1073.3230,-45.5104
5226.8747,160.6906,1812.5238,-46.9811,1071.8067,-45.4685
5232.2284,160.5298,1810.9464,-47.6667,1070.2918,-45.4232
5237.5766,160.3645,1809.3460,-48.3575,1068.7785,-45.3745
5242.9193,160.1945,1807.7225,-49.0533,1067.2669,-45.3225
5248.2562,160.0198,1806.0757,-49.7542,1065.7570,-45.2671
5253.5872,159.8403,1804.4055,-50.4599,1064.2491,-45.2084
5258.9122,159.6560,1802.7117,-51.1705,1062.7432,-45.1464
5264.2309,159.4668,1800.9941,-51.8857,1061.2394,-45.0811
5269.5432,159.2727,1799.2526,-52.6055,1059.7378,-45.0126
5274.8490,159.0734,1797.4870,-53.3298,1058.2386,-44.9409
5280.1481,158.8691,1795.6972,-54.0585,1056.7418,-44.8660
5285.4402,158.6596,1793.8831,-54.7915,1055.2475,-44.7879
5290.7253,158.4449,1792.0444,-55.5286,1053.7559,-44.7068
5296.0032,158.2248,1790.1811,-56.2697,1052.2671,-44.6225
5301.2736,157.9994,1788.2930,-57.0149,1050.7811,-44.5351
5306.5364,157.7686,1786.3801,-57.7638,1049.2981,-44.4447
5311.7914,157.5323,1784.4421,-58.5165,1047.8182,-44.3514
5317.0385,157.2905,1782.4789,-59.2728,1046.3414,-44.2550
5322.2774,157.0432,1780.4905,-60.0326,1044.8679,-44.1557
5327.5080,156.7901,1778.4767,-60.7958,1043.3977,-44.0535
5332.7300,156.5314,1776.4374,-61.5623,1041.9310,-43.9484
5337.9433,156.2670,1774.3725,-62.3319,1040.4679,-43.8405
5343.1477,155.9968,1772.2819,-63.1045,1039.0084,-43.7298
5348.3431,155.7208,1770.1655,-63.8799,1037.5526,-43.6164
5353.5291,155.4389,1768.0232,-64.6581,1036.1006,-43.5002
5358.7056,155.1511,1765.8550,-65.4390,1034.6526,-43.3814
5363.8724,154.8574,1763.6606,-66.2224,1033.2086,-43.2600
5369.0293,154.5576,1761.4401,-67.0082,1031.7686,-43.1359
5374.1762,154.2519,1759.1934,-67.7964,1030.3329,-43.0092
5379.3127,153.9401,1756.9203,-68.5867,1028.9014,-42.8800
5384.4388,153.6221,1754.6209,-69.3792,1027.4742,-42.7482
5389.5541,153.2980,1752.2950,-70.1736,1026.0515,-42.6140
5394.6586,152.9677,1749.9426,-70.9700,1024.6333,-42.4773
5399.7519,152.6312,1747.5637,-71.7682,1023.2197,-42.3382
5404.8339,152.2884,1745.1581,-72.5680,1021.8108,-42.1967
5409.9044,151.9394,1742.7258,-73.3694,1020.4066,-42.0528
5414.9631,151.5840,1740.2668,-74.1723,1019.0073,-41.9065
5420.0099,151.2223,1737.7810,-74.9765,1017.6129,-41.7580
5425.0446,150.8541,1735.2683,-75.7820,1016.2235,-41.6071
5430.0668,150.4796,1732.7288,-76.5886,1014.8391,-41.4541
5435.0765,150.0986,1730.1624,-77.3962,1013.4599,-41.2988
5440.0733,149.7112,1727.5691,-78.2048,1012.0859,-41.1413
5445.0571,149.3173,1724.9487,-79.0141,1010.7172,-40.9817
5450.0277,148.9168,1722.3014,-79.8242,1009.3538,-40.8200
5454.9848,148.5099,1719.6271,-80.6349,1007.9959,-40.6562
5459.9283,148.0964,1716.9258,-81.4460,1006.6434,-40.4903
5464.8579,147.6764,1714.1974,-82.2575,1005.2965,-40.3224
5469.7733,147.2498,1711.4419,-83.0693,1003.9553,-40.1526
5474.6745,146.8167,1708.6594,-83.8812,1002.6197,-39.9808
5479.5610,146.3769,1705.8499,-84.6932,1001.2899,-39.8071
5484.4328,145.9306,1703.0132,-85.5051,999.9659,-39.6315
5489.2897,145.4776,1700.1495,-86.3168,998.6478,-39.4541
5494.1313,145.0180,1697.2588,-87.1282,997.3357,-39.2748
5498.9575,144.5519,1694.3410,-87.9392,996.0295,-39.0938
5503.7680,144.0791,1691.3962,-88.7498,994.7294,-38.9111
5508.5627,143.5997,1688.4243,-89.5597,993.4355,-38.7266
5513.3412,143.1136,1685.4255,-90.3689,992.1477,-38.5405
5518.1035,142.6210,1682.3998,-91.1772,990.8661,-38.3527
5522.8492,142.1218,1679.3471,-91.9847,989.5908,-38.1633
5527.5782,141.6159,1676.2675,-92.7911,988.3219,-37.9723
5532.2902,141.1034,1673.1610,-93.5964,987.0594,-37.7798
5536.9850,140.5844,1670.0277,-94.4004,985.8033,-37.5858
5541.6624,140.0587,1666.8677,-95.2031,984.5537,-37.3903
5546.3222,139.5265,1663.6809,-96.0043,983.3106,-37.1934
5550.9641,138.9878,1660.4674,-96.8040,982.0741,-36.9951
5555.5880,138.4424,1657.2273,-97.6021,980.8443,-36.7954
5560.1935,137.8906,1653.9606,-98.3984,979.6211,-36.5943
5564.7806,137.3322,1650.6674,-99.1928,978.4047,-36.3920
5569.3490,136.7673,1647.3478,-99.9853,977.1950,-36.1884
5573.8984,136.1959,1644.0017,-100.7757,975.9921,-35.9835
5578.4286,135.6181,1640.6294,-101.5640,974.7961,-35.7774
5582.9395,135.0338,1637.2308,-102.3501,973.6070,-35.5702
5587.4308,134.4431,1633.8061,-103.1338,972.4248,-35.3618
5591.9023,133.8460,1630.3553,-103.9151,971.2495,-35.1523
5596.3538,133.2425,1626.8784,-104.6939,970.0813,-34.9417
5600.7851,132.6327,1623.3757,-105.4700,968.9201,-34.7301
5605.1959,132.0166,1619.8471,-106.2434,967.7660,-34.5174
5609.5861,131.3941,1616.2928,-107.0141,966.6190,-34.3038
5613.9554,130.7654,1612.7129,-107.7818,965.4791,-34.0892
5618.3037,130.1305,1609.1074,-108.5466,964.3464,-33.8736
5622.6307,129.4893,1605.4765,-109.3083,963.2208,-33.6572
5626.9363,128.8420,1601.8202,-110.0668,962.1026,-33.4400
5631.2201,128.1886,1598.1387,-110.8221,960.9915,-33.2218
5635.4821,127.5291,1594.4321,-111.5740,959.8878,-33.0029
5639.7220,126.8635,1590.7005,-112.3226,958.7913,-32.7833
5643.9396,126.1918,1586.9440,-113.0676,957.7022,-32.5628
5648.1347,125.5142,1583.1627,-113.8091,956.6205,-32.3417
5652.3072,124.8307,1579.3568,-114.5469,955.5461,-32.1199
5656.4567,124.1412,1575.5263,-115.2809,954.4792,-31.8974
5660.5832,123.4459,1571.6714,-116.0111,953.4196,-31.6743
5664.6864,122.7447,1567.7923,-116.7374,952.3676,-31.4506
5668.7661,122.0378,1563.8890,-117.4598,951.3229,-31.2263
5672.8222,121.3251,1559.9617,-118.1780,950.2858,-31.0015
5676.8544,120.6068,1556.0105,-118.8922,949.2562,-30.7762
5680.8625,119.8828,1552.0356,-119.6021,948.2341,-30.5504
5684.8465,119.1532,1548.0371,-120.3078,947.2195,-30.3241
5688.8060,118.4180,1544.0151,-121.0090,946.2125,-30.0974
5692.7410,117.6774,1539.9698,-121.7059,945.2130,-29.8703
5696.6511,116.9313,1535.9014,-122.3983,944.2211,-29.6429
5700.5363,116.1798,1531.8100,-123.0860,943.2368,-29.4150
5704.3964,115.4229,1527.6957,-123.7692,942.2601,-29.1869
5708.2311,114.6608,1523.5588,-124.4477,941.2910,-28.9585
5712.0404,113.8934,1519.3993,-125.1213,940.3296,-28.7298
5715.8240,113.1209,1515.2174,-125.7902,939.3757,-28.5008
5719.5817,112.3432,1511.0133,-126.4541,938.4295,-28.2716
5723.3135,111.5604,1506.7872,-127.1131,937.4909,-28.0423
5727.0190,110.7726,1502.5392,-127.7671,936.5600,-27.8127
5730.6982,109.9798,1498.2694,-128.4160,935.6368,-27.5831
5734.3509,109.1821,1493.9782,-129.0597,934.7211,-27.3533
5737.9770,108.3795,1489.6655,-129.6982,933.8132,-27.1234
5741.5762,107.5722,1485.3317,-130.3315,932.9129,-26.8934
5745.1484,106.7601,1480.9768,-130.9594,932.0203,-26.6634
5748.6935,105.9433,1476.6011,-131.5820,931.1354,-26.4333
5752.2112,105.1219,1472.2047,-132.1992,930.2581,-26.2033
5755.7016,104.2960,1467.7879,-132.8109,929.3885,-25.9732
5759.1643,103.4656,1463.3507,-133.4170,928.5265,-25.7432
5762.5992,102.6307,1458.8935,-134.0176,927.6723,-25.5133
5766.0063,101.7914,1454.4163,-134.6126,926.8257,-25.2835
5769.3853,100.9478,1449.9194,-135.2018,925.9867,-25.0537
5772.7361,100.1000,1445.4029,-135.7854,925.1554,-24.8241
5776.0585,99.2480,1440.8671,-136.3632,924.3318,-24.5947
5779.3526,98.3919,1436.3121,-136.9351,923.5158,-24.3654
5782.6180,97.5317,1431.7381,-137.5012,922.7074,-24.1363
5785.8546,96.6675,1427.1454,-138.0614,921.9067,-23.9074
5789.0624,95.7993,1422.5341,-138.6157,921.1136,-23.6788
5792.2412,94.9273,1417.9044,-139.1639,920.3281,-23.4504
5795.3909,94.0515,1413.2566,-139.7062,919.5502,-23.2222
5798.5113,93.1720,1408.5907,-140.2424,918.7799,-22.9944
5801.6023,92.2888,1403.9072,-140.7725,918.0172,-22.7669
5804.6638,91.4020,1399.2060,-141.2964,917.2621,-22.5397
5807.6957,90.5116,1394.4875,-141.8142,916.5146,-22.3128
5810.6979,89.6178,1389.7518,-142.3258,915.7746,-22.0863
5813.6702,88.7205,1384.9991,-142.8311,915.0422,-21.8602
5816.6125,87.8199,1380.2298,-143.3302,914.3173,-21.6345
5819.5248,86.9161,1375.4439,-143.8229,913.5999,-21.4092
5822.4069,86.0090,1370.6416,-144.3094,912.8900,-21.1843
5825.2587,85.0988,1365.8233,-144.7894,912.1876,-20.9599
5828.0801,84.1855,1360.9891,-145.2631,911.4926,-20.7360
5830.8710,83.2692,1356.1392,-145.7304,910.8052,-20.5125
5833.6314,82.3499,1351.2738,-146.1913,910.1251,-20.2895
5836.3610,81.4278,1346.3932,-146.6456,909.4525,-20.0671
5839.0599,80.5029,1341.4975,-147.0935,908.7873,-19.8451
5841.7278,79.5752,1336.5870,-147.5349,908.1295,-19.6238
5844.3648,78.6449,1331.6619,-147.9698,907.4791,-19.4029
5846.9708,77.7119,1326.7224,-148.3981,906.8360,-19.1827
5849.5456,76.7764,1321.7688,-148.8198,906.2002,-18.9630
5852.0892,75.8385,1316.8012,-149.2349,905.5718,-18.7440
5854.6015,74.8981,1311.8199,-149.6435,904.9506,-18.5256
5857.0824,73.9554,1306.8250,-150.0454,904.3367,-18.3078
5859.5318,73.0105,1301.8169,-150.4407,903.7301,-18.0906
5861.9497,72.0633,1296.7957,-150.8293,903.1307,-17.8741
5864.3360,71.1140,1291.7617,-151.2112,902.5385,-17.6583
5866.6906,70.1627,1286.7150,-151.5865,901.9535,-17.4431
5869.0135,69.2093,1281.6560,-151.9551,901.3756,-17.2287
5871.3046,68.2540,1276.5848,-152.3170,900.8049,-17.0149
5873.5638,67.2970,1271.5016,-152.6725,900.2413,-16.8019
5875.7910,66.3383,1266.4067,-153.0220,899.6847,-16.5896
5877.9863,65.3783,1261.3002,-153.3661,899.1353,-16.3781
5880.1496,64.4172,1256.1823,-153.7052,898.5928,-16.1674
5882.2808,63.4550,1251.0532,-154.0399,898.0574,-15.9574
5884.3799,62.4919,1245.9131,-154.3705,897.5290,-15.7483
5886.4469,61.5281,1240.7619,-154.6974,897.0075,-15.5399
5888.4817,60.5635,1235.5999,-155.0207,896.4930,-15.3323
5890.4844,59.5981,1230.4272,-155.3403,895.9854,-15.1254
5892.4549,58.6319,1225.2440,-155.6560,895.4846,-14.9193
5894.3932,57.6648,1220.0502,-155.9677,894.9908,-14.7140
5896.2993,56.6968,1214.8462,-156.2749,894.5037,-14.5094
5898.1730,55.7277,1209.6319,-156.5768,894.0235,-14.3055
5900.0144,54.7574,1204.4077,-156.8729,893.5500,-14.1023
5901.8235,53.7858,1199.1738,-157.1627,893.0833,-13.8998
5903.6001,52.8130,1193.9303,-157.4458,892.6233,-13.6981
5905.3443,51.8390,1188.6775,-157.7225,892.1701,-13.4971
5907.0561,50.8641,1183.4156,-157.9930,891.7235,-13.2969
5908.7353,49.8882,1178.1447,-158.2575,891.2836,-13.0976
5910.3819,48.9115,1172.8651,-158.5159,890.8503,-12.8990
5911.9960,47.9340,1167.5770,-158.7683,890.4237,-12.7012
5913.5775,46.9558,1162.2806,-159.0146,890.0036,-12.5042
5915.1264,45.9770,1156.9761,-159.2549,889.5900,-12.3081
5916.6426,44.9975,1151.6637,-159.4892,889.1830,-12.1129
5918.1262,44.0176,1146.3436,-159.7174,888.7825,-11.9185
5919.5771,43.0372,1141.0160,-159.9395,888.3885,-11.7249
5920.9954,42.0563,1135.6810,-160.1557,888.0008,-11.5323
5922.3809,41.0752,1130.3390,-160.3658,887.6196,-11.3405
5923.7337,40.0937,1124.9900,-160.5700,887.2448,-11.1497
5925.0538,39.1120,1119.6344,-160.7681,886.8763,-10.9597
5926.3412,38.1302,1114.2722,-160.9603,886.5141,-10.7707
5927.5958,37.1483,1108.9038,-161.1466,886.1583,-10.5826
5928.8177,36.1662,1103.5292,-161.3270,885.8086,-10.3954
5930.0069,35.1842,1098.1487,-161.5016,885.4652,-10.2091
5931.1633,34.2023,1092.7625,-161.6704,885.1280,-10.0238
5932.2871,33.2205,1087.3707,-161.8336,884.7970,-9.8394
5933.3780,32.2388,1081.9736,-161.9911,884.4720,-9.6560
5934.4363,31.2573,1076.5714,-162.1431,884.1532,-9.4735
5935.4619,30.2761,1071.1642,-162.2895,883.8405,-9.2920
5936.4547,29.2952,1065.7521,-162.4306,883.5337,-9.1114
5937.4149,28.3146,1060.3355,-162.5664,883.2330,-8.9317
5938.3424,27.3345,1054.9144,-162.6968,882.9383,-8.7530
5939.2372,26.3547,1049.4891,-162.8221,882.6495,-8.5753
5940.0993,25.3754,1044.0597,-162.9424,882.3666,-8.3984
5940.9289,24.3966,1038.6263,-163.0576,882.0896,-8.2226
5941.7258,23.4184,1033.1892,-163.1678,881.8184,-8.0476
5942.4901,22.4407,1027.7485,-163.2733,881.5531,-7.8737
5943.2218,21.4636,1022.3044,-163.3740,881.2935,-7.7006
5943.9210,20.4871,1016.8570,-163.4701,881.0397,-7.5285
5944.5877,19.5113,1011.4064,-163.5616,880.7916,-7.3573
5945.2218,18.5362,1005.9529,-163.6486,880.5492,-7.1870
5945.8234,17.5617,1000.4966,-163.7313,880.3124,-7.0177
5946.3926,16.5881,995.0376,-163.8098,880.0813,-6.8492
5946.9293,15.6151,989.5760,-163.8841,879.8558,-6.6817
