x,vx,y,vy,z,vz
2120.3292,134.7560,-857.5514,-99.7087,459.5946,-0.6786
2124.8210,134.7504,-860.8752,-99.7170,459.5720,-0.6773
2129.3126,134.7452,-864.1992,-99.7248,459.5494,-0.6759
2133.8040,134.7403,-867.5235,-99.7322,459.5269,-0.6745
2138.2953,134.7357,-870.8480,-99.7392,459.5045,-0.6729
2142.7864,134.7314,-874.1728,-99.7458,459.4821,-0.6713
2147.2774,134.7274,-877.4977,-99.7520,459.4597,-0.6695
2151.7682,134.7237,-880.8229,-99.7578,459.4374,-0.6677
2156.2590,134.7203,-884.1482,-99.7631,459.4152,-0.6658
2160.7496,134.7171,-887.4738,-99.7681,459.3930,-0.6638
2165.2401,134.7143,-890.7994,-99.7727,459.3710,-0.6617
2169.7305,134.7117,-894.1253,-99.7768,459.3489,-0.6595
2174.2209,134.7095,-897.4512,-99.7806,459.3270,-0.6573
2178.7112,134.7074,-900.7773,-99.7840,459.3051,-0.6549
2183.2014,134.7057,-904.1035,-99.7870,459.2833,-0.6526
2187.6915,134.7041,-907.4298,-99.7896,459.2616,-0.6501
2192.1817,134.7029,-910.7561,-99.7918,459.2400,-0.6476
2196.6717,134.7019,-914.0825,-99.7937,459.2184,-0.6450
2201.1618,134.7011,-917.4090,-99.7951,459.1970,-0.6423
2205.6518,134.7006,-920.7355,-99.7962,459.1756,-0.6396
2210.1418,134.7003,-924.0621,-99.7970,459.1544,-0.6368
2214.6318,134.7002,-927.3887,-99.7973,459.1332,-0.6339
2219.1218,134.7004,-930.7153,-99.7973,459.1121,-0.6310
2223.6119,134.7008,-934.0418,-99.7969,459.0911,-0.6281
2228.1019,134.7014,-937.3684,-99.7962,459.0702,-0.6250
2232.5920,134.7022,-940.6949,-99.7951,459.0494,-0.6220
2237.0821,134.7033,-944.0214,-99.7937,459.0288,-0.6189
2241.5722,134.7046,-947.3478,-99.7919,459.0082,-0.6157
2246.0624,134.7061,-950.6742,-99.7898,458.9877,-0.6125
2250.5526,134.7078,-954.0005,-99.7874,458.9673,-0.6092
2255.0429,134.7097,-957.3267,-99.7846,458.9471,-0.6059
2259.5332,134.7118,-960.6528,-99.7815,458.9270,-0.6025
2264.0237,134.7141,-963.9788,-99.7781,458.9069,-0.5991
2268.5142,134.7167,-967.3046,-99.7743,458.8870,-0.5957
2273.0048,134.7194,-970.6304,-99.7703,458.8672,-0.5922
2277.4955,134.7224,-973.9560,-99.7659,458.8475,-0.5887
2281.9863,134.7256,-977.2814,-99.7612,458.8280,-0.5852
2286.4772,134.7289,-980.6067,-99.7563,458.8085,-0.5816
2290.9682,134.7325,-983.9318,-99.7510,458.7892,-0.5779
2295.4594,134.7363,-987.2568,-99.7454,458.7700,-0.5743
2299.9506,134.7402,-990.5815,-99.7396,458.7509,-0.5706
2304.4420,134.7444,-993.9061,-99.7335,458.7320,-0.5669
2308.9336,134.7488,-997.2304,-99.7271,458.7131,-0.5631
2313.4253,134.7533,-1000.5546,-99.7204,458.6944,-0.5594
2317.9171,134.7581,-1003.8785,-99.7135,458.6758,-0.5556
2322.4092,134.7631,-1007.2021,-99.7063,458.6574,-0.5517
2326.9014,134.7682,-1010.5255,-99.6988,458.6390,-0.5479
2331.3937,134.7736,-1013.8487,-99.6911,458.6208,-0.5440
2335.8863,134.7791,-1017.1716,-99.6831,458.6028,-0.5401
2340.3790,134.7848,-1020.4942,-99.6749,458.5848,-0.5362
2344.8719,134.7908,-1023.8166,-99.6665,458.5670,-0.5323
2349.3650,134.7969,-1027.1387,-99.6578,458.5494,-0.5283
2353.8584,134.8032,-1030.4604,-99.6488,458.5318,-0.5243
2358.3519,134.8097,-1033.7819,-99.6396,458.5144,-0.5203
2362.8457,134.8164,-1037.1031,-99.6302,458.4971,-0.5163
2367.3397,134.8233,-1040.4239,-99.6206,458.4800,-0.5123
2371.8339,134.8303,-1043.7445,-99.6108,458.4630,-0.5083
2376.3284,134.8375,-1047.0647,-99.6007,458.4461,-0.5042
2380.8231,134.8450,-1050.3845,-99.5904,458.4294,-0.5002
2385.3180,134.8525,-1053.7040,-99.5799,458.4127,-0.4961
2389.8133,134.8603,-1057.0232,-99.5692,458.3963,-0.4920
2394.3087,134.8682,-1060.3420,-99.5583,458.3799,-0.4879
2398.8045,134.8764,-1063.6604,-99.5472,458.3638,-0.4838
2403.3005,134.8846,-1066.9784,-99.5359,458.3477,-0.4797
2407.7968,134.8931,-1070.2961,-99.5243,458.3318,-0.4756
2412.2934,134.9017,-1073.6134,-99.5126,458.3160,-0.4715
2416.7902,134.9105,-1076.9303,-99.5007,458.3003,-0.4674
2421.2874,134.9194,-1080.2468,-99.4886,458.2848,-0.4633
2425.7849,134.9285,-1083.5628,-99.4763,458.2695,-0.4591
2430.2826,134.9378,-1086.8785,-99.4637,458.2542,-0.4550
2434.7807,134.9472,-1090.1938,-99.4511,458.2391,-0.4509
2439.2791,134.9567,-1093.5086,-99.4382,458.2242,-0.4468
2443.7778,134.9664,-1096.8230,-99.4251,458.2093,-0.4427
2448.2769,134.9763,-1100.1369,-99.4119,458.1946,-0.4385
2452.7763,134.9863,-1103.4504,-99.3984,458.1801,-0.4344
2457.2760,134.9964,-1106.7635,-99.3848,458.1657,-0.4303
2461.7760,135.0067,-1110.0761,-99.3710,458.1514,-0.4262
2466.2764,135.0171,-1113.3882,-99.3570,458.1373,-0.4221
2470.7772,135.0276,-1116.6999,-99.3429,458.1233,-0.4180
2475.2783,135.0383,-1120.0111,-99.3286,458.1094,-0.4139
2479.7797,135.0491,-1123.3218,-99.3141,458.0957,-0.4098
2484.2815,135.0600,-1126.6320,-99.2994,458.0821,-0.4058
2488.7837,135.0711,-1129.9417,-99.2846,458.0686,-0.4017
2493.2863,135.0823,-1133.2510,-99.2695,458.0553,-0.3976
2497.7892,135.0936,-1136.5597,-99.2544,458.0421,-0.3936
2502.2925,135.1050,-1139.8679,-99.2390,458.0291,-0.3896
2506.7962,135.1165,-1143.1756,-99.2235,458.0161,-0.3855
2511.3003,135.1281,-1146.4828,-99.2078,458.0034,-0.3815
2515.8047,135.1399,-1149.7895,-99.1919,457.9907,-0.3775
2520.3096,135.1518,-1153.0956,-99.1759,457.9782,-0.3736
2524.8149,135.1637,-1156.4012,-99.1598,457.9658,-0.3696
2529.3205,135.1758,-1159.7063,-99.1434,457.9535,-0.3656
2533.8266,135.1880,-1163.0108,-99.1269,457.9414,-0.3617
2538.3331,135.2003,-1166.3147,-99.1103,457.9294,-0.3578
2542.8399,135.2127,-1169.6181,-99.0935,457.9176,-0.3539
2547.3472,135.2252,-1172.9210,-99.0765,457.9058,-0.3500
2551.8550,135.2378,-1176.2232,-99.0594,457.8942,-0.3461
2556.3631,135.2505,-1179.5249,-99.0421,457.8828,-0.3423
2560.8717,135.2632,-1182.8260,-99.0247,457.8714,-0.3384
2565.3806,135.2761,-1186.1266,-99.0071,457.8602,-0.3346
2569.8901,135.2891,-1189.4265,-98.9893,457.8491,-0.3308
2574.3999,135.3022,-1192.7258,-98.9715,457.8382,-0.3270
2578.9102,135.3154,-1196.0246,-98.9534,457.8273,-0.3233
2583.4209,135.3286,-1199.3227,-98.9352,457.8166,-0.3195
2587.9321,135.3420,-1202.6203,-98.9169,457.8060,-0.3158
2592.4437,135.3554,-1205.9172,-98.8984,457.7956,-0.3121
2596.9558,135.3690,-1209.2135,-98.8798,457.7852,-0.3084
2601.4683,135.3826,-1212.5092,-98.8611,457.7750,-0.3048
2605.9813,135.3964,-1215.8042,-98.8422,457.7649,-0.3011
2610.4948,135.4102,-1219.0987,-98.8231,457.7549,-0.2975
2615.0087,135.4241,-1222.3924,-98.8039,457.7451,-0.2939
2619.5230,135.4381,-1225.6856,-98.7846,457.7353,-0.2903
2624.0379,135.4522,-1228.9781,-98.7652,457.7257,-0.2868
2628.5532,135.4664,-1232.2699,-98.7456,457.7162,-0.2833
2633.0690,135.4807,-1235.5611,-98.7258,457.7068,-0.2798
2637.5852,135.4950,-1238.8516,-98.7059,457.6976,-0.2763
2642.1020,135.5095,-1242.1415,-98.6859,457.6884,-0.2728
2646.6192,135.5241,-1245.4307,-98.6658,457.6794,-0.2694
2651.1369,135.5387,-1248.7192,-98.6455,457.6704,-0.2660
2655.6551,135.5535,-1252.0071,-98.6251,457.6616,-0.2626
2660.1738,135.5683,-1255.2942,-98.6045,457.6529,-0.2592
2664.6930,135.5832,-1258.5807,-98.5838,457.6444,-0.2559
2669.2127,135.5983,-1261.8665,-98.5630,457.6359,-0.2526
2673.7329,135.6134,-1265.1516,-98.5420,457.6275,-0.2493
2678.2536,135.6286,-1268.4360,-98.5209,457.6193,-0.2460
2682.7748,135.6439,-1271.7196,-98.4997,457.6111,-0.2428
2687.2965,135.6593,-1275.0026,-98.4784,457.6031,-0.2395
2691.8188,135.6748,-1278.2849,-98.4569,457.5951,-0.2364
2696.3415,135.6904,-1281.5664,-98.4352,457.5873,-0.2332
2700.8648,135.7061,-1284.8472,-98.4135,457.5796,-0.2300
2705.3886,135.7219,-1288.1273,-98.3915,457.5720,-0.2269
2709.9129,135.7378,-1291.4066,-98.3695,457.5645,-0.2238
2714.4378,135.7538,-1294.6852,-98.3473,457.5571,-0.2208
2718.9632,135.7699,-1297.9631,-98.3250,457.5498,-0.2177
2723.4891,135.7861,-1301.2402,-98.3025,457.5425,-0.2147
2728.0156,135.8025,-1304.5166,-98.2799,457.5354,-0.2117
2732.5426,135.8189,-1307.7922,-98.2572,457.5284,-0.2088
2737.0702,135.8354,-1311.0671,-98.2343,457.5215,-0.2058
2741.5983,135.8520,-1314.3412,-98.2112,457.5147,-0.2029
2746.1270,135.8687,-1317.6145,-98.1880,457.5080,-0.2001
2750.6562,135.8856,-1320.8871,-98.1647,457.5014,-0.1972
2755.1860,135.9025,-1324.1588,-98.1412,457.4948,-0.1944
2759.7164,135.9196,-1327.4298,-98.1175,457.4884,-0.1916
2764.2473,135.9368,-1330.7000,-98.0937,457.4821,-0.1888
2768.7788,135.9541,-1333.9694,-98.0698,457.4758,-0.1861
2773.3109,135.9715,-1337.2380,-98.0456,457.4697,-0.1833
2777.8436,135.9890,-1340.5058,-98.0213,457.4636,-0.1806
2782.3769,136.0066,-1343.7727,-97.9969,457.4576,-0.1780
2786.9107,136.0244,-1347.0389,-97.9722,457.4517,-0.1754
2791.4452,136.0423,-1350.3042,-97.9474,457.4459,-0.1727
2795.9802,136.0603,-1353.5687,-97.9224,457.4402,-0.1702
2800.5158,136.0784,-1356.8324,-97.8972,457.4346,-0.1676
2805.0521,136.0967,-1360.0952,-97.8719,457.4290,-0.1651
2809.5890,136.1151,-1363.3571,-97.8463,457.4236,-0.1626
2814.1264,136.1336,-1366.6183,-97.8206,457.4182,-0.1601
2818.6645,136.1523,-1369.8785,-97.7946,457.4129,-0.1577
2823.2033,136.1711,-1373.1379,-97.7684,457.4077,-0.1553
2827.7426,136.1901,-1376.3964,-97.7421,457.4025,-0.1529
2832.2826,136.2092,-1379.6540,-97.7155,457.3975,-0.1506
2836.8232,136.2285,-1382.9108,-97.6887,457.3925,-0.1482
2841.3645,136.2479,-1386.1666,-97.6616,457.3876,-0.1459
2845.9064,136.2675,-1389.4215,-97.6343,457.3828,-0.1437
2850.4490,136.2872,-1392.6756,-97.6068,457.3780,-0.1415
2854.9922,136.3071,-1395.9287,-97.5790,457.3734,-0.1393
2859.5361,136.3272,-1399.1808,-97.5510,457.3687,-0.1371
2864.0807,136.3475,-1402.4321,-97.5226,457.3642,-0.1350
2868.6260,136.3680,-1405.6823,-97.4941,457.3597,-0.1329
2873.1719,136.3887,-1408.9317,-97.4652,457.3554,-0.1308
2877.7186,136.4095,-1412.1800,-97.4360,457.3510,-0.1288
2882.2659,136.4306,-1415.4274,-97.4065,457.3468,-0.1268
2886.8139,136.4519,-1418.6738,-97.3767,457.3426,-0.1248
2891.3627,136.4734,-1421.9192,-97.3465,457.3384,-0.1229
2895.9122,136.4952,-1425.1635,-97.3160,457.3344,-0.1210
2900.4624,136.5172,-1428.4069,-97.2852,457.3304,-0.1191
2905.0133,136.5394,-1431.6492,-97.2539,457.3264,-0.1173
2909.5650,136.5620,-1434.8905,-97.2223,457.3226,-0.1155
2914.1174,136.5848,-1438.1307,-97.1903,457.3187,-0.1138
2918.6706,136.6079,-1441.3698,-97.1578,457.3150,-0.1121
2923.2246,136.6313,-1444.6079,-97.1249,457.3113,-0.1104
2927.7794,136.6550,-1447.8448,-97.0915,457.3076,-0.1088
2932.3350,136.6791,-1451.0806,-97.0576,457.3040,-0.1073
2936.8913,136.7035,-1454.3153,-97.0231,457.3005,-0.1058
2941.4485,136.7283,-1457.5488,-96.9882,457.2970,-0.1043
2946.0066,136.7535,-1460.7812,-96.9526,457.2935,-0.1029
2950.5654,136.7791,-1464.0123,-96.9164,457.2901,-0.1016
2955.1252,136.8052,-1467.2423,-96.8796,457.2867,-0.1003
2959.6858,136.8318,-1470.4710,-96.8420,457.2834,-0.0991
2964.2473,136.8588,-1473.6984,-96.8037,457.2801,-0.0980
2968.8097,136.8864,-1476.9245,-96.7646,457.2769,-0.0970
2973.3731,136.9146,-1480.1494,-96.7247,457.2737,-0.0960
2977.9374,136.9435,-1483.3728,-96.6839,457.2705,-0.0951
2982.5026,136.9730,-1486.5949,-96.6420,457.2673,-0.0944
2987.0689,137.0004,-1489.8157,-96.6021,457.2640,-0.1073
2991.6360,137.0260,-1493.0351,-96.5615,457.2601,-0.1262
2996.2040,137.0539,-1496.2530,-96.5141,457.2558,-0.1248
3000.7730,137.0879,-1499.4692,-96.4549,457.2522,-0.0831
3005.3433,137.1313,-1502.6832,-96.3799,457.2509,0.0129
3009.9152,137.1864,-1505.8943,-96.2860,457.2538,0.1728
3014.4892,137.2548,-1509.1020,-96.1703,457.2632,0.4018
3019.0657,137.3370,-1512.3054,-96.0305,457.2814,0.7018
3023.6451,137.4329,-1515.5038,-95.8648,457.3107,1.0719
3028.2280,137.5418,-1518.6961,-95.6716,457.3536,1.5087
3032.8147,137.6625,-1521.8816,-95.4504,457.4120,2.0068
3037.4056,137.7937,-1525.0591,-95.2007,457.4880,2.5596
3042.0011,137.9339,-1528.2280,-94.9230,457.5832,3.1601
3046.6013,138.0817,-1531.3870,-94.6180,457.6991,3.8004
3051.2066,138.2356,-1534.5355,-94.2871,457.8369,4.4727
3055.8171,138.3944,-1537.6726,-93.9323,457.9975,5.1690
3060.4329,138.5572,-1540.7974,-93.5557,458.1817,5.8820
3065.0542,138.7232,-1543.9094,-93.1595,458.3898,6.6052
3069.6812,138.8920,-1547.0079,-92.7460,458.6221,7.3329
3074.3137,139.0634,-1550.0923,-92.3174,458.8786,8.0602
3078.9521,139.2374,-1553.1622,-91.8759,459.1594,8.7829
3083.5963,139.4139,-1556.2172,-91.4236,459.4641,9.4971
3088.2464,139.5925,-1559.2570,-90.9626,459.7924,10.1997
3092.9024,139.7729,-1562.2813,-90.4944,460.1439,10.8879
3097.5646,139.9550,-1565.2899,-90.0205,460.5181,11.5595
3102.2328,140.1383,-1568.2826,-89.5421,460.9143,12.2130
3106.9072,140.3228,-1571.2593,-89.0601,461.3320,12.8471
3111.5877,140.5088,-1574.2199,-88.5762,461.7706,13.4609
3116.2744,140.6964,-1577.1644,-88.0914,462.2292,14.0536
3120.9675,140.8857,-1580.0927,-87.6067,462.7072,14.6250
3125.6668,141.0768,-1583.0049,-87.1229,463.2040,15.1748
3130.3726,141.2700,-1585.9009,-86.6406,463.7187,15.7031
3135.0849,141.4652,-1588.7809,-86.1603,464.2506,16.2102
3139.8037,141.6627,-1591.6450,-85.6827,464.7991,16.6965
3144.5291,141.8624,-1594.4931,-85.2079,465.3635,17.1624
3149.2612,142.0644,-1597.3255,-84.7362,465.9430,17.6085
3154.0001,142.2687,-1600.1423,-84.2681,466.5372,18.0355
3158.7458,142.4755,-1602.9434,-83.8035,467.1452,18.4441
3163.4984,142.6847,-1605.7292,-83.3425,467.7666,18.8350
3168.2581,142.8964,-1608.4997,-82.8852,468.4007,19.2090
3173.0249,143.1105,-1611.2549,-82.4317,469.0470,19.5668
3177.7988,143.3271,-1613.9951,-81.9819,469.7050,19.9094
3182.5801,143.5462,-1616.7204,-81.5357,470.3741,20.2373
3187.3686,143.7678,-1619.4309,-81.0931,471.0540,20.5515
3192.1646,143.9918,-1622.1267,-80.6540,471.7441,20.8526
3196.9681,144.2182,-1624.8079,-80.2184,472.4440,21.1414
3201.7792,144.4470,-1627.4746,-79.7861,473.1534,21.4184
3206.5979,144.6782,-1630.1270,-79.3571,473.8718,21.6845
3211.4244,144.9117,-1632.7651,-78.9313,474.5989,21.9401
3216.2587,145.1475,-1635.3891,-78.5085,475.3343,22.1859
3221.1009,145.3856,-1637.9991,-78.0885,476.0778,22.4224
3225.9511,145.6257,-1640.5950,-77.6713,476.8291,22.6501
3230.8093,145.8678,-1643.1772,-77.2567,477.5877,22.8694
3235.6757,146.1118,-1645.7455,-76.8445,478.3536,23.0808
3240.5502,146.3575,-1648.3002,-76.4347,479.1264,23.2846
3245.4329,146.6049,-1650.8412,-76.0271,479.9058,23.4812
3250.3238,146.8540,-1653.3687,-75.6217,480.6917,23.6708
3255.2231,147.1044,-1655.8827,-75.2182,481.4838,23.8538
3260.1308,147.3552,-1658.3832,-74.8162,482.2819,24.0302
3265.0468,147.6055,-1660.8704,-74.4152,483.0857,24.2001
3269.9712,147.8546,-1663.3443,-74.0150,483.8952,24.3634
3274.9038,148.1023,-1665.8048,-73.6153,484.7099,24.5204
3279.8446,148.3481,-1668.2519,-73.2160,485.5298,24.6711
3284.7936,148.5917,-1670.6858,-72.8170,486.3546,24.8156
3289.7507,148.8327,-1673.1064,-72.4180,487.1841,24.9539
3294.7158,149.0708,-1675.5137,-72.0190,488.0181,25.0862
3299.6887,149.3057,-1677.9077,-71.6199,488.8564,25.2123
3304.6694,149.5370,-1680.2883,-71.2205,489.6989,25.3325
3309.6578,149.7646,-1682.6557,-70.8207,490.5452,25.4467
3314.6537,149.9881,-1685.0097,-70.4206,491.3952,25.5549
3319.6570,150.2074,-1687.3504,-70.0200,492.2488,25.6572
3324.6675,150.4224,-1689.6777,-69.6188,493.1057,25.7537
3329.6851,150.6328,-1691.9916,-69.2171,493.9656,25.8444
3334.7096,150.8385,-1694.2922,-68.8149,494.8285,25.9293
3339.7409,151.0396,-1696.5793,-68.4120,495.6942,26.0087
3344.7789,151.2360,-1698.8530,-68.0086,496.5624,26.0824
3349.8233,151.4279,-1701.1132,-67.6047,497.4330,26.1507
3354.8740,151.6155,-1703.3600,-67.2004,498.3057,26.2137
3359.9309,151.7989,-1705.5932,-66.7958,499.1805,26.2715
3364.9939,151.9781,-1707.8130,-66.3908,500.0571,26.3242
3370.0628,152.1532,-1710.0193,-65.9855,500.9354,26.3720
3375.1374,152.3245,-1712.2120,-65.5800,501.8152,26.4150
3380.2177,152.4919,-1714.3913,-65.1743,502.6963,26.4533
3385.3035,152.6557,-1716.5570,-64.7684,503.5787,26.4871
3390.3947,152.8158,-1718.7092,-64.3623,504.4621,26.5164
3395.4912,152.9724,-1720.8478,-63.9560,505.3464,26.5414
3400.5928,153.1255,-1722.9729,-63.5496,506.2315,26.5622
3405.6995,153.2753,-1725.0844,-63.1430,507.1172,26.5790
3410.8111,153.4219,-1727.1824,-62.7363,508.0033,26.5918
3415.9276,153.5653,-1729.2669,-62.3294,508.8899,26.6009
3421.0488,153.7056,-1731.3377,-61.9225,509.7767,26.6062
3426.1746,153.8428,-1733.3950,-61.5153,510.6636,26.6079
3431.3049,153.9772,-1735.4387,-61.1081,511.5505,26.6062
3436.4397,154.1088,-1737.4689,-60.7008,512.4373,26.6012
3441.5788,154.2380,-1739.4855,-60.2935,513.3239,26.5930
3446.7222,154.3650,-1741.4885,-59.8863,514.2102,26.5817
3451.8698,154.4900,-1743.4779,-59.4792,515.0960,26.5676
3457.0215,154.6133,-1745.4537,-59.0723,515.9813,26.5507
3462.1773,154.7352,-1747.4160,-58.6656,516.8660,26.5311
3467.3372,154.8558,-1749.3648,-58.2592,517.7500,26.5091
3472.5011,154.9754,-1751.3000,-57.8531,518.6332,26.4847
3477.6689,155.0943,-1753.2217,-57.4474,519.5156,26.4580
3482.8407,155.2127,-1755.1298,-57.0422,520.3971,26.4293
3488.0164,155.3307,-1757.0245,-56.6374,521.2776,26.3985
3493.1961,155.4486,-1758.9057,-56.2332,522.1570,26.3657
3498.3796,155.5666,-1760.7734,-55.8294,523.0352,26.3312
3503.5672,155.6848,-1762.6276,-55.4263,523.9124,26.2949
3508.7586,155.8034,-1764.4685,-55.0237,524.7882,26.2569
3513.9541,155.9226,-1766.2959,-54.6218,525.6628,26.2174
3519.1535,156.0424,-1768.1099,-54.2205,526.5360,26.1764
3524.3569,156.1631,-1769.9106,-53.8198,527.4079,26.1340
3529.5644,156.2846,-1771.6979,-53.4198,528.2783,26.0903
3534.7759,156.4072,-1773.4719,-53.0205,529.1472,26.0452
3539.9915,156.5309,-1775.2326,-52.6218,530.0146,25.9989
3545.2113,156.6556,-1776.9801,-52.2238,530.8805,25.9514
3550.4352,156.7815,-1778.7142,-51.8265,531.7447,25.9027
3555.6634,156.9087,-1780.4352,-51.4298,532.6073,25.8529
3560.8958,157.0370,-1782.1429,-51.0337,533.4682,25.8020
3566.1325,157.1665,-1783.8374,-50.6383,534.3274,25.7500
3571.3736,157.2971,-1785.5188,-50.2435,535.1849,25.6969
3576.6190,157.4290,-1787.1870,-49.8492,536.0405,25.6429
3581.8689,157.5619,-1788.8421,-49.4555,536.8944,25.5878
3587.1232,157.6958,-1790.4840,-49.0624,537.7464,25.5316
3592.3819,157.8307,-1792.1129,-48.6698,538.5965,25.4745
3597.6452,157.9664,-1793.7287,-48.2777,539.4447,25.4164
3602.9130,158.1030,-1795.3314,-47.8861,540.2909,25.3572
3608.1854,158.2402,-1796.9211,-47.4949,541.1351,25.2971
3613.4624,158.3781,-1798.4977,-47.1042,541.9773,25.2359
3618.7440,158.5163,-1800.0614,-46.7138,542.8175,25.1737
3624.0302,158.6549,-1801.6120,-46.3238,543.6556,25.1105
3629.3210,158.7938,-1803.1496,-45.9341,544.4915,25.0462
3634.6164,158.9327,-1804.6743,-45.5447,545.3253,24.9809
3639.9165,159.0715,-1806.1860,-45.1556,546.1569,24.9145
3645.2212,159.2102,-1807.6847,-44.7668,546.9863,24.8470
3650.5305,159.3486,-1809.1704,-44.3782,547.8134,24.7785
3655.8444,159.4865,-1810.6432,-43.9897,548.6382,24.7089
3661.1629,159.6238,-1812.1031,-43.6015,549.4606,24.6381
3666.4860,159.7603,-1813.5500,-43.2133,550.2807,24.5663
3671.8136,159.8961,-1814.9840,-42.8253,551.0984,24.4933
3677.1457,160.0308,-1816.4050,-42.4374,551.9136,24.4192
3682.4823,160.1645,-1817.8131,-42.0496,552.7263,24.3440
3687.8233,160.2969,-1819.2083,-41.6619,553.5365,24.2676
3693.1688,160.4281,-1820.5906,-41.2741,554.3441,24.1900
3698.5185,160.5578,-1821.9599,-40.8865,555.1491,24.1113
3703.8726,160.6859,-1823.3163,-40.4988,555.9515,24.0315
3709.2309,160.8125,-1824.6598,-40.1111,556.7512,23.9505
3714.5934,160.9373,-1825.9904,-39.7234,557.5482,23.8683
3719.9600,161.0603,-1827.3081,-39.3357,558.3424,23.7850
3725.3307,161.1816,-1828.6128,-38.9479,559.1339,23.7006
3730.7054,161.3009,-1829.9046,-38.5601,559.9225,23.6150
3736.0841,161.4182,-1831.1835,-38.1722,560.7082,23.5282
3741.4666,161.5336,-1832.4494,-37.7843,561.4910,23.4404
3746.8530,161.6469,-1833.7024,-37.3963,562.2709,23.3515
3752.2431,161.7582,-1834.9425,-37.0083,563.0478,23.2614
3757.6368,161.8674,-1836.1696,-36.6202,563.8216,23.1703
3763.0342,161.9746,-1837.3838,-36.2320,564.5924,23.0781
3768.4351,162.0797,-1838.5851,-35.8438,565.3601,22.9849
3773.8395,162.1827,-1839.7734,-35.4555,566.1247,22.8907
3779.2473,162.2836,-1840.9488,-35.0671,566.8862,22.7954
3784.6584,162.3826,-1842.1112,-34.6786,567.6444,22.6992
3790.0728,162.4795,-1843.2607,-34.2901,568.3995,22.6021
3795.4903,162.5745,-1844.3972,-33.9016,569.1512,22.5040
3800.9110,162.6675,-1845.5208,-33.5129,569.8997,22.4050
3806.3348,162.7587,-1846.6314,-33.1242,570.6449,22.3051
3811.7616,162.8481,-1847.7291,-32.7355,571.3867,22.2044
3817.1913,162.9356,-1848.8138,-32.3467,572.1252,22.1028
3822.6240,163.0215,-1849.8855,-31.9579,572.8602,22.0005
3828.0594,163.1058,-1850.9443,-31.5690,573.5918,21.8974
3833.4977,163.1884,-1851.9901,-31.1801,574.3200,21.7935
3838.9386,163.2696,-1853.0230,-30.7911,575.0447,21.6890
3844.3823,163.3493,-1854.0429,-30.4021,575.7660,21.5837
3849.8286,163.4276,-1855.0498,-30.0131,576.4836,21.4778
3855.2774,163.5047,-1856.0437,-29.6241,577.1978,21.3713
3860.7289,163.5805,-1857.0247,-29.2350,577.9084,21.2642
3866.1828,163.6551,-1857.9927,-28.8459,578.6154,21.1565
3871.6392,163.7287,-1858.9478,-28.4568,579.3188,21.0482
3877.0980,163.8012,-1859.8899,-28.0676,580.0186,20.9395
3882.5593,163.8728,-1860.8190,-27.6785,580.7148,20.8302
3888.0229,163.9435,-1861.7351,-27.2893,581.4073,20.7205
3893.4888,164.0134,-1862.6383,-26.9001,582.0961,20.6103
3898.9571,164.0825,-1863.5284,-26.5108,582.7813,20.4996
3904.4277,164.1509,-1864.4056,-26.1216,583.4628,20.3886
3909.9005,164.2186,-1865.2699,-25.7323,584.1405,20.2772
3915.3756,164.2857,-1866.1211,-25.3429,584.8146,20.1654
3920.8529,164.3522,-1866.9594,-24.9536,585.4849,20.0533
3926.3324,164.4182,-1867.7847,-24.5642,586.1515,19.9408
3931.8141,164.4837,-1868.5970,-24.1747,586.8143,19.8281
3937.2979,164.5487,-1869.3963,-23.7852,587.4733,19.7150
3942.7840,164.6133,-1870.1827,-23.3956,588.1286,19.6016
3948.2722,164.6775,-1870.9561,-23.0060,588.7801,19.4880
3953.7625,164.7413,-1871.7164,-22.6163,589.4278,19.3741
3959.2549,164.8046,-1872.4638,-22.2265,590.0717,19.2600
3964.7494,164.8676,-1873.1982,-21.8366,590.7118,19.1456
3970.2461,164.9302,-1873.9196,-21.4466,591.3481,19.0310
3975.7448,164.9925,-1874.6280,-21.0566,591.9805,18.9161
3981.2456,165.0543,-1875.3233,-20.6664,592.6092,18.8011
3986.7484,165.1158,-1876.0057,-20.2761,593.2339,18.6858
3992.2533,165.1768,-1876.6751,-19.8857,593.8549,18.5703
3997.7602,165.2375,-1877.3314,-19.4952,594.4720,18.4547
4003.2691,165.2977,-1877.9748,-19.1045,595.0852,18.3388
4008.7800,165.3574,-1878.6051,-18.7137,595.6945,18.2228
4014.2929,165.4167,-1879.2223,-18.3227,596.3000,18.1066
4019.8078,165.4754,-1879.8266,-17.9315,596.9016,17.9902
4025.3246,165.5336,-1880.4178,-17.5402,597.4994,17.8736
4030.8434,165.5912,-1880.9959,-17.1487,598.0932,17.7568
4036.3640,165.6482,-1881.5610,-16.7570,598.6832,17.6399
4041.8866,165.7045,-1882.1131,-16.3651,599.2692,17.5228
4047.4110,165.7602,-1882.6520,-15.9730,599.8514,17.4056
4052.9372,165.8151,-1883.1779,-15.5807,600.4296,17.2881
4058.4653,165.8693,-1883.6907,-15.1882,601.0039,17.1706
4063.9952,165.9227,-1884.1905,-14.7954,601.5743,17.0528
4069.5268,165.9752,-1884.6771,-14.4024,602.1407,16.9349
4075.0602,166.0269,-1885.1506,-14.0092,602.7033,16.8168
4080.5953,166.0776,-1885.6110,-13.6157,603.2619,16.6986
